id,name,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,latitude,longitude,availability_365,calculated_host_listings_count
1133550682257859682,Park Condesa by Capitalia,Cuauhtémoc,Entire home/apt,3327.96,1.0,118,4.8,19.4113632,-99.1735595,365,58
1133550837245866411,Capitalia | Park Condesa Rooftop Chill,Cuauhtémoc,Entire home/apt,4013.54,1.0,76,4.87,19.4113632,-99.1735595,365,58
1133622303385895432,"311 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,603.0,1.0,15,4.73,19.4381084,-99.0800611,350,23
1133624524937617189,"312 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,603.0,1.0,2,3.0,19.4381084,-99.0800611,357,23
1133626393451376972,"313 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,603.0,1.0,1,3.0,19.4381084,-99.0800611,357,23
1133639170388152840,"411 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,603.0,1.0,5,4.6,19.4381084,-99.0800611,360,23
1133641766264055842,"412 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,603.0,1.0,15,4.6,19.4381084,-99.0800611,354,23
1133643779076832785,"413 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,603.0,1.0,4,3.5,19.4381084,-99.0800611,357,23
1133645855307107603,"414 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,689.0,1.0,2,3.0,19.4381084,-99.0800611,350,23
1133648476537929234,"415 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,689.0,1.0,2,3.5,19.43811,-99.08006,358,23
1133649942185319240,"416 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,603.0,1.0,7,4.29,19.4381084,-99.0800611,358,23
1133651169654036243,"417 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,603.0,1.0,4,4.5,19.4381084,-99.0800611,354,23
1133652731060327910,"418 A 3 min del AICM, llega caminando",Venustiano Carranza,Private room,603.0,1.0,11,4.18,19.4381084,-99.0800611,357,23
1133675110202576669,"523 A 3 Min del aeropuerto, llega caminando",Venustiano Carranza,Private room,603.0,1.0,25,4.28,19.4381084,-99.0800611,356,23
1133676489001258985,524 a 3 min del aeropuerto llega caminando,Venustiano Carranza,Private room,603.0,1.0,9,4.22,19.4381084,-99.0800611,358,23
1133764570203222462,V1 Bonita habitación individua Col Juárez Reforma,Cuauhtémoc,Private room,709.0,1.0,129,4.73,19.42920552924928,-99.1561089352374,318,28
1133778760520867799,V2 Bella habitación individual Juárez Reforma,Cuauhtémoc,Private room,497.0,1.0,171,4.75,19.4293114863481,-99.15615736104084,294,28
1133785579698201851,V3 Cómoda habitación Matrimonia Col Juárez Reforma,Cuauhtémoc,Private room,621.0,1.0,130,4.7,19.43092,-99.15378,304,28
1133812384965628367,Roma Norte Grey Room,Cuauhtémoc,Private room,542.5,2.0,71,4.85,19.4138566,-99.155572,162,6
1133849686868314768,Roma Norte Green Bedroom,Cuauhtémoc,Private room,570.75,4.0,29,4.86,19.4138566,-99.155572,176,6
1137813948249905803,"New apt Plaza Carso, Hospital, Antara a pasos",Miguel Hidalgo,Entire home/apt,2567.65,1.0,52,4.9,19.44137591525713,-99.19694831142796,101,3
1137821182104445512,Departamento a pasos de Reforma- Centro,Cuauhtémoc,Entire home/apt,900.0,2.0,99,4.49,19.44606774554904,-99.13856806935232,287,1
1137847760575844071,Queen bed in friendly Hostel CDMX center,Cuauhtémoc,Shared room,227.0,1.0,36,4.67,19.4302377,-99.1340864,270,9
1135620351775613526,La Lupita Oro: Coyoacán,Coyoacán,Entire home/apt,907.24,2.0,75,4.95,19.3475456,-99.1605561,361,5
1135697882620888408,Double Room with Private Jacuzzi in Mexico City,Gustavo A. Madero,Private room,1351.0,1.0,11,4.45,19.474575561531072,-99.13830903624572,273,5
1135700439431829646,Room with Private Jacuzzi in Mexico City,Gustavo A. Madero,Private room,1231.0,1.0,5,4.8,19.47457050401389,-99.13829830740968,273,5
1135711020626224220,Luxurious stay with great location at la Condesa,Cuauhtémoc,Entire home/apt,7076.0,1.0,96,4.98,19.415395444099,-99.1790748015046,285,2
1135713247221254756,Spacious 3BR/3BA Steps from Reforma,Cuauhtémoc,Entire home/apt,2720.07,2.0,68,4.91,19.4310218,-99.1627077,318,10
1135755661638271707,"Beautiful, bright room, right on the park",Cuauhtémoc,Private room,810.5,2.0,3,5.0,19.415238306649712,-99.16853859797742,345,2
1135796799653374621,Amazing apartment in Roma,Cuauhtémoc,Entire home/apt,5135.5,2.0,91,4.95,19.4030546,-99.1681789,109,89
1135845569339496365,Bonito departamento bien ubicado,Gustavo A. Madero,Entire home/apt,1028.0,1.0,7,4.57,19.4776405,-99.1351309,269,8
1137859604677652100,NEW! Apt. Hidden inside incredible Antiques plaza,Cuauhtémoc,Entire home/apt,1496.87,2.0,63,4.86,19.4249386,-99.1657892,349,89
1137933372388124303,Be Grand Alto Polanco Torre 1,Miguel Hidalgo,Entire home/apt,3024.5,2.0,34,4.71,19.4401566,-99.1829788,169,3
1138083054513437697,oolena | Mid-Century 3BR Gem,Cuauhtémoc,Entire home/apt,3487.33,2.0,62,4.94,19.40656977709532,-99.17303357301634,146,22
1138203680206634810,Casa Chapulín-Mexican Eclectic Home in Roma Norte,Cuauhtémoc,Entire home/apt,8102.36,2.0,36,5.0,19.42168,-99.15852,293,3
1138425774958390173,Cozy studio in Roma Sur,Cuauhtémoc,Entire home/apt,2624.71,1.0,97,4.92,19.40643,-99.16379,227,2
1138430642411315352,Habitación cerca de la Basílica,Gustavo A. Madero,Private room,1256.0,1.0,5,4.6,19.4772984,-99.121156,238,3
1138469084928294108,NEW! Minimalist Urban Apartment | Casa Malva,Cuauhtémoc,Entire home/apt,1494.81,2.0,70,4.79,19.4184868,-99.1552259,354,89
1138505958470692926,Departamento de lujo   en CDMX,Benito Juárez,Entire home/apt,1464.67,3.0,27,4.81,19.375010633089115,-99.15895911020536,70,1
1138514783830338778,NEW! 12th Floor 2BD Flat with Stunning Photo View,Cuauhtémoc,Entire home/apt,2043.97,2.0,89,4.87,19.4347606,-99.1522745,343,89
1138532907854608480,Modern Loft with Balcony & View of Parque Mexico,Cuauhtémoc,Entire home/apt,3875.0,1.0,547,4.85,19.4102756,-99.1708065,364,4
1138556131835849684,Brand New Loft in the heart of Parque Mexico,Cuauhtémoc,Entire home/apt,3146.0,1.0,111,4.56,19.4102756,-99.1708065,361,4
1138557252581947755,New 1Bed with Rooftop Terrace Beside Parque Mexico,Cuauhtémoc,Entire home/apt,3480.0,1.0,61,4.77,19.4102756,-99.1708065,365,4
1138578495230021869,Beautiful apt in Roma Norte 201,Cuauhtémoc,Entire home/apt,1718.0,1.0,55,4.76,19.421804737700988,-99.17026045994125,115,14
1135845750950521362,Casa de Alita,Cuauhtémoc,Entire home/apt,1951.42,1.0,46,4.83,19.413669300152964,-99.17484476171478,289,1
1136181504165979876,"Chapultepec, Polanco, millionaires neighborhood.",Miguel Hidalgo,Entire home/apt,3651.77,2.0,43,4.67,19.42271,-99.21695,113,46
1136217301571000364,Beautiful apt in Roma Norte 104,Cuauhtémoc,Entire home/apt,1990.0,1.0,73,4.84,19.42004,-99.16968,117,14
1136227367807252375,Beautiful apt in Roma Norte 204,Cuauhtémoc,Entire home/apt,1990.0,2.0,80,4.93,19.42187434674328,-99.16953127784144,94,14
1136231104555703443,Amazing depto in Polanco,Miguel Hidalgo,Entire home/apt,2346.0,3.0,5,5.0,19.44135707475777,-99.20037393439333,362,1
1136272667479145153,1B APT In Polanco Mexico City,Miguel Hidalgo,Entire home/apt,1225.07,1.0,39,4.74,19.44261,-99.18447,250,1
1136302358615759974,QueenRooma,Cuauhtémoc,Private room,703.0,1.0,0,4.84,19.4143799,-99.1570098,10,3
1136318125832913339,6 Luciérnaga habitación con jacuzzi,Cuajimalpa de Morelos,Private room,2502.0,1.0,208,4.86,19.34678842686952,-99.29715015344118,84,6
1136351592627214494,2BR Duplex w/Terrace and AC in Roma Norte,Cuauhtémoc,Entire home/apt,3424.0,1.0,88,4.77,19.421442734432883,-99.1618059451671,252,7
1136361331297674604,Cuarto zona centro/Tlatelolco,Cuauhtémoc,Private room,377.0,1.0,13,4.92,19.4549289,-99.1467166,236,3
1136415958693514131,"Suite in Polanco with Pool, Gym and Parking",Miguel Hidalgo,Entire home/apt,1254.27,2.0,5,5.0,19.43849522534041,-99.17962977169223,185,13
1136441282175738249,Capitalia | Park Condesa w/ Balcony Views,Cuauhtémoc,Entire home/apt,3399.38,1.0,89,4.85,19.4113632,-99.1735595,363,58
1136441445670285915,"Capitalia | Condesa Rooftop, Near Parque Mexico",Cuauhtémoc,Entire home/apt,3813.58,1.0,55,4.76,19.4113632,-99.1735595,361,58
1138599751843202010,Beautiful apt in Roma Norte 202,Cuauhtémoc,Entire home/apt,1718.0,1.0,89,4.8,19.420329520805986,-99.16985959341208,122,14
1138608515133644871,Beautiful apt in Roma Norte 203,Cuauhtémoc,Entire home/apt,1660.0,1.0,67,4.88,19.42013,-99.16967,132,14
1138645822870869341,Refugio urbano Col. Doctores,Cuauhtémoc,Entire home/apt,873.0,2.0,68,4.79,19.41499514097333,-99.14823198720136,240,1
1138683251349157761,Departamento Céntrico y con excelente  ubicación.,Gustavo A. Madero,Entire home/apt,1198.5,2.0,65,4.72,19.5070148,-99.1532954,360,1
1138837111581603720,oolena | Unique Studio w/private terrace,Cuauhtémoc,Entire home/apt,2132.86,1.0,64,4.92,19.406549538548905,-99.17301211534422,238,22
1139180632794366285,El Rincón del Ángel: Departamento único en CDMX.,Cuauhtémoc,Entire home/apt,1484.0,2.0,46,4.8,19.43297,-99.16455,164,1
1139230976550475569,Condesa Best Location 3B/1B Apt,Cuauhtémoc,Entire home/apt,2225.3,2.0,34,4.88,19.40854,-99.17232,81,1
1139277881597093731,Encantadora y cómoda habitación en la Roma,Cuauhtémoc,Private room,1213.67,1.0,76,4.97,19.414765,-99.1578208,41,1
1139288969201717005,Departamento moderno con terraza,Cuauhtémoc,Entire home/apt,2060.0,2.0,29,4.83,19.40595317180516,-99.1757961374344,101,2
1139330318121717594,"Orizaba, Roma Norte",Cuauhtémoc,Entire home/apt,1689.0,2.0,30,5.0,19.41293120786916,-99.15854785591364,275,2
1139352904812664911,descanso tranquilo 5,Azcapotzalco,Private room,456.0,1.0,33,4.97,19.4799234,-99.2025547,363,9
1139364366099274704,Aquí hay Paz y Tranquilidad.,Gustavo A. Madero,Entire home/apt,2368.0,2.0,1,5.0,19.4792826,-99.1372488,356,9
1136442505692572838,Capitalia | Park Condesa Studio: Jacuzzi & Gym,Cuauhtémoc,Entire home/apt,2670.94,1.0,241,4.74,19.4113632,-99.1735595,364,58
1136515407171315870,Charming estudio in Roma Sur.,Cuauhtémoc,Entire home/apt,2328.0,1.0,72,4.94,19.4077827311792,-99.162277922488,188,2
1136519450492272798,2BR Fabulous Apt near La Diana/Reforma/U.S Embassy,Cuauhtémoc,Entire home/apt,1386.53,1.0,42,4.67,19.4263567,-99.1731919,283,37
1139463347844910108,Departamento Jardín Balbuena,Venustiano Carranza,Entire home/apt,1574.82,1.0,40,4.83,19.4210769,-99.1106958,322,1
1139755280776203232,Alojamiento aeropuerto CDMX 2,Venustiano Carranza,Entire home/apt,850.0,1.0,125,4.6,19.436064152866773,-99.08521693199872,293,4
1139789760835639562,Ideal para 2 estudiantes.,Coyoacán,Entire home/apt,1883.0,1.0,15,4.93,19.3227901,-99.1033279,269,1
1139810090425891963,Between Juárez and Rome: Unique Design and Comfort,Cuauhtémoc,Entire home/apt,1748.33,1.0,114,4.64,19.42401,-99.16097,249,163
1139882441586650293,Innpark4 AC/HEAT king bed,Cuauhtémoc,Entire home/apt,1598.0,1.0,110,4.93,19.40888392302946,-99.17380761355162,287,8
1140036586490447469,Departamento céntrico CD México,Cuauhtémoc,Entire home/apt,1404.0,1.0,101,4.9,19.415037425213693,-99.1312182693115,260,1
1140117501268288154,Polanco Vintage,Miguel Hidalgo,Entire home/apt,3799.0,1.0,45,4.8,19.43004481039211,-99.18119508666796,351,2
1140513005432267062,2BR Fabulous Apt near La Diana/Reforma/U.S Embassy,Cuauhtémoc,Entire home/apt,1386.53,1.0,39,4.87,19.4263567,-99.1731919,291,37
1140540800586492478,2BR Fabulous Apt near La Diana/Reforma/U.S Embassy,Cuauhtémoc,Entire home/apt,1911.0,1.0,62,4.89,19.4263567,-99.1731919,250,37
1140548015612226388,303 Fabulous Apt near La Diana/Reforma/U.S Emb,Cuauhtémoc,Entire home/apt,1403.13,1.0,51,4.73,19.4263567,-99.1731919,264,37
1140621838095581848,Trendy apt. Polanco Area,Miguel Hidalgo,Entire home/apt,5706.0,1.0,37,4.54,19.44391,-99.2022,286,1
1140640102794016975,"Roma Sur Gem: 2 Balconies, Stunning Views",Cuauhtémoc,Entire home/apt,15296.0,1.0,66,4.79,19.4061172,-99.1592154,53,1
1136898273821540267,Beautiful apt in Roma Norte 103,Cuauhtémoc,Entire home/apt,1660.0,1.0,18,4.67,19.42149,-99.17155,134,14
1136907306933842366,Beautiful apt in Roma Norte 102,Cuauhtémoc,Entire home/apt,1410.0,2.0,64,4.73,19.41996,-99.17139,142,14
1136918155890292364,2BR Fabulous Apt near La Diana/Reforma/U.S Embassy,Cuauhtémoc,Entire home/apt,1386.53,1.0,69,4.94,19.42636,-99.17319,310,37
1136953948910745443,PH in Polanco for 10 w/ private balcony!,Miguel Hidalgo,Entire home/apt,4433.95,2.0,58,4.64,19.4326242,-99.1826887,349,2
1136976965733113511,Maximum Glamor in the Park. La Mexicana and Expo S,Cuajimalpa de Morelos,Entire home/apt,1848.0,1.0,50,4.62,19.36204,-99.26682,230,5
1140775532774513644,Departamento cerca de Polanco | 3 Camas,Miguel Hidalgo,Entire home/apt,947.33,3.0,13,4.92,19.445795352292148,-99.19912810024329,175,2
1140807633461923152,Departamento completo cerca de la Basílica,Gustavo A. Madero,Entire home/apt,2169.0,1.0,17,4.59,19.4772984,-99.121156,238,3
1141280977536963195,Benci-Charming Apartment in the Heart of the City,Benito Juárez,Entire home/apt,1997.0,1.0,86,4.93,19.367101,-99.1688788,281,34
1141297512148059166,Roma Retreat,Cuauhtémoc,Entire home/apt,1427.0,4.0,23,4.83,19.4048327,-99.1621454,263,1
1141351474283225504,Condesa mini ap.,Cuauhtémoc,Entire home/apt,1370.0,1.0,2,3.0,19.41011,-99.17321,268,1
1141355814119333291,Departamento / Cerca de Aeropuerto y Basílica,Gustavo A. Madero,Entire home/apt,505.6,5.0,11,4.18,19.47755,-99.0926,353,1
1141394883382605775,"Walk Everywhere in Roma Norte: 3 BR, Balconies",Cuauhtémoc,Entire home/apt,3766.25,1.0,66,4.89,19.41203,-99.1571,281,11
1141444951146587744,Departamento en Ciudad de México,La Magdalena Contreras,Entire home/apt,856.0,3.0,0,4.84,19.33064,-99.21909,27,1
1141460700701258809,Hermoso y Enorme Departamento,Azcapotzalco,Entire home/apt,1460.71,1.0,0,4.84,19.47185791356136,-99.14671126753092,147,1
1141467150360527637,House @ Polanco's Heart: 6 BR & 6.5 Baths,Miguel Hidalgo,Entire home/apt,9687.09,1.0,2,5.0,19.4371673,-99.1897198,320,5
1141482687978574123,Perfect for Groups: Chic 4-Bedroom + 1 Loft,Miguel Hidalgo,Entire home/apt,8897.61,1.0,6,4.83,19.4371673,-99.1897198,320,5
1141488578021639959,Luxury Living for Groups - 4BR House +Loft+Terraza,Miguel Hidalgo,Entire home/apt,7990.0,1.0,4,5.0,19.4371673,-99.1897198,321,5
1136990989922802635,Spacious room in bosques de las lomas,Miguel Hidalgo,Private room,1370.0,1.0,8,5.0,19.409443656939697,-99.23680325256072,268,2
1137011443023025841,Beautiful Duplex in the Heart of Roma Norte,Cuauhtémoc,Entire home/apt,2282.35,1.0,94,4.83,19.42313,-99.16337,276,7
1137028659700009106,"Chic 2BR in Historic Mexico City, Hotel-Style Stay",Cuauhtémoc,Entire home/apt,3281.0,1.0,33,4.79,19.43434,-99.13926,254,4
1137029379513396364,"Hotel-Style 2Bed Suite in Historic Center, Rooftop",Cuauhtémoc,Entire home/apt,3477.0,1.0,18,5.0,19.43434,-99.13926,266,4
1137030820131292566,Master suite steps from Bellas artes,Cuauhtémoc,Entire home/apt,2228.64,1.0,12,4.75,19.43434,-99.13926,324,4
1137031781381539628,Luxury Studio few steps from Torre Latino,Cuauhtémoc,Entire home/apt,1890.0,1.0,18,4.78,19.43434,-99.13926,278,4
1137190270129298868,Skyline Panoramic PH at Anzures near Polanco,Miguel Hidalgo,Entire home/apt,4094.0,1.0,81,4.91,19.4317239,-99.173618,19,7
1137566697576511155,Departamento por Eduardo Molina,Gustavo A. Madero,Entire home/apt,1061.33,3.0,4,4.5,19.482077512099167,-99.09367611906116,276,3
1141551751586329946,"Depa ideal conciertos, cerca Foro Sol y AICM",Venustiano Carranza,Entire home/apt,1278.33,2.0,87,4.86,19.4327332,-99.102538,333,1
1141634050167327818,Dream Apartment in Roma Norte,Cuauhtémoc,Entire home/apt,3577.59,1.0,93,4.96,19.41966,-99.15614,107,3
1142076108677837951,"""Crown Marquiz, Apartamentos"".",Gustavo A. Madero,Entire home/apt,1426.5,2.0,10,5.0,19.46459091698128,-99.11613285198688,299,1
1142167329238297761,Apartment 5 minutes from GNP Stadium/Sports Palace,Iztacalco,Entire home/apt,1712.0,1.0,26,4.88,19.399355359725064,-99.09000603941064,201,1
1142200332554315963,"Helle, ruhige Wohnung in Condesa",Cuauhtémoc,Entire home/apt,1874.86,5.0,0,4.84,19.40825,-99.17197,117,1
1142261595689657380,"Increíble Apt Polanco,gran ubicación 6 ó 7 persona",Miguel Hidalgo,Entire home/apt,3215.0,2.0,35,4.86,19.4424324,-99.2016306,325,1
1142281772948227925,Designer's Home in la Roma,Cuauhtémoc,Entire home/apt,6045.32,1.0,20,4.9,19.4072204,-99.1586186,334,77
1142357867592038032,"0801 Kingbed Room con TV, Embajada Zona Rosa",Cuauhtémoc,Private room,707.0,1.0,55,4.87,19.431206220670425,-99.16295400498112,244,28
1142385001543270628,4 Habitaciones en el centro de CDMX,Cuauhtémoc,Entire home/apt,1911.47,2.0,71,4.66,19.435670891741054,-99.15340971138532,307,13
1142748895563790889,Cómoda habitación en casa Roma,Cuauhtémoc,Private room,799.0,1.0,86,4.83,19.406888,-99.167458,140,2
1137619661295582108,Beautiful apt in Roma Norte 101,Cuauhtémoc,Entire home/apt,1544.0,1.0,71,4.72,19.42177,-99.16969,123,14
1137674245459288989,King Loft with Balcony & Parque Mexico Views,Cuauhtémoc,Entire home/apt,2338.5,1.0,387,4.8,19.4102756,-99.1708065,363,4
1137707461920461321,Hermoso cuarto en área céntrica,Miguel Hidalgo,Private room,742.0,1.0,38,4.74,19.41353051440372,-99.18558284591435,71,1
1137721327661178783,Departamento céntrico CDMX,Benito Juárez,Entire home/apt,3995.0,1.0,0,4.84,19.387590364525963,-99.151707963686,269,2
1137752650622149788,Sunny and Spacious Apt in Roma with 24h Security,Cuauhtémoc,Private room,1056.0,2.0,1,4.0,19.402280697487964,-99.16760536866438,179,1
1137798814775131929,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,44,4.82,19.4073527,-99.1678198,9,187
1137799142406344748,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,7,4.29,19.40735,-99.16782,9,187
1142775257982792405,T4 | 2BR | Condesa | Local Co,Cuauhtémoc,Entire home/apt,3533.0,1.0,15,4.87,19.41146,-99.17399,72,21
1142972921990395534,Incredible apartment in Palmas. Steps from Polanco,Miguel Hidalgo,Entire home/apt,1589.33,2.0,43,4.51,19.43365,-99.2117975,5,37
1143084624772790061,Artsy Apartment in Roma Norte,Cuauhtémoc,Entire home/apt,3221.2,2.0,90,4.96,19.4129179,-99.1586109,330,5
1143146621542930419,On the street w/more restaurants 5 min to El Ángel,Cuauhtémoc,Entire home/apt,1909.79,1.0,156,4.72,19.42953,-99.16604,256,163
1143378785879649990,Habitación doble privada,Venustiano Carranza,Private room,1246.17,1.0,2,5.0,19.408447250741595,-99.10816567052764,72,2
1143462973586572995,Cute Apartment Near Roma Norte,Cuauhtémoc,Entire home/apt,1788.0,3.0,31,4.68,19.4239094,-99.15359130000002,132,1
1143578116686758391,"Recien Remodelado, Hermoso Depa",Miguel Hidalgo,Entire home/apt,1249.67,3.0,21,5.0,19.457880201248187,-99.2112428105487,161,1
1143583160396981136,UNAM Guest House CDMX,Coyoacán,Private room,1352.0,1.0,1,4.0,19.33222,-99.16641,365,1
1143614944488402153,"V4 Habitación c/medibaño col. Juárez, Centro, Roma",Cuauhtémoc,Private room,741.0,1.0,106,4.6,19.43116376118724,-99.15535235721676,318,28
1143745647792073962,"Colorful & Elegant apartment in Coyoacan, CDMX.",Coyoacán,Entire home/apt,1617.12,3.0,78,4.94,19.3061624724867,-99.18184155396727,262,2
1144513733211978181,Your Family Space for relaxing and quiet stays.,Álvaro Obregón,Entire home/apt,1912.26,1.0,47,4.72,19.3859012120653,-99.1943612886839,266,163
1137799586700353992,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,14,4.64,19.4073527,-99.1678198,11,187
1137799920756535309,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,56,4.86,19.40735,-99.16782,12,187
1137800340090882381,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,33,4.45,19.4073527,-99.1678198,10,187
1137800760230529890,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,21,4.81,19.4073527,-99.1678198,6,187
1137801494707053397,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,20,4.65,19.40735,-99.16782,10,187
1137801775734066660,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,8,4.13,19.4073527,-99.1678198,9,187
1144797682134094107,Departamento en Reforma | BeGrand,Cuauhtémoc,Entire home/apt,1796.22,2.0,78,4.92,19.4348047,-99.1536799,227,10
1145363103793817627,Garden House in Coyoacán | Encanto Histórico.,Coyoacán,Entire home/apt,1515.0,2.0,34,5.0,19.34791442630129,-99.17096161705746,301,6
1145582616854020711,Habitación familiar con jacuzzi,Coyoacán,Private room,799.0,1.0,1,4.0,19.35004,-99.15254,334,4
1145666321662466079,Unique Design Loft in a Factory Conversion,Cuauhtémoc,Entire home/apt,2087.0,2.0,70,4.94,19.453877,-99.1550871,182,2
1145705934484202957,Departamento Emilio Dondé zona céntrica CDMX,Cuauhtémoc,Entire home/apt,1795.33,3.0,20,4.7,19.4305,-99.15031,120,1
1145782019171823472,Beautiful Apartment Near Reforma,Cuauhtémoc,Entire home/apt,1232.47,7.0,1,3.0,19.4337835,-99.1574855,269,6
1145856715584127967,Suite Loft excelente ubicación,Cuajimalpa de Morelos,Entire home/apt,1829.0,1.0,74,4.57,19.36079,-99.26938,224,16
1145908048345804515,oolena | Modern & Unique 3BR Apt,Cuauhtémoc,Entire home/apt,3654.22,2.0,67,4.96,19.4065900156392,-99.17294774232786,148,22
1145983674450323143,Cómodo estudio en edificio histórico de la Condesa,Cuauhtémoc,Entire home/apt,1175.5,2.0,22,4.91,19.4087202,-99.17148790000002,197,1
1145997435878091922,Amsterdam Boho Condesa Sanctuary with AC,Cuauhtémoc,Entire home/apt,4665.8,2.0,125,4.98,19.4096138,-99.1705154,161,2
1146514752407926372,Blueground | Cuauhtémoc Amueblado w/ Terrace,Cuauhtémoc,Entire home/apt,1768.0,2.0,25,4.64,19.4328484,-99.1661571,9,187
1146515330215379858,Blueground | Amable | Seguridad 24/7,Cuauhtémoc,Entire home/apt,1444.0,2.0,64,4.91,19.4328484,-99.1661571,6,187
1137802032102511489,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,18,4.39,19.4073527,-99.1678198,10,187
1137802243867243720,Blueground | Roma Sur 1 recamara & AC #162,Cuauhtémoc,Entire home/apt,1369.0,2.0,28,4.43,19.4073527,-99.1678198,11,187
1137802679356702396,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,26,4.38,19.40735,-99.16782,9,187
1137803114045980349,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,9,4.11,19.40735,-99.16782,11,187
1137803692961680440,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,14,4.71,19.4073527,-99.1678198,10,187
1137804544685269164,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,5,3.8,19.4073527,-99.1678198,9,187
1137804745809078899,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,10,4.5,19.40735,-99.16782,9,187
1137805147850001254,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,8,4.13,19.4073527,-99.1678198,10,187
1146515801007388930,"Blueground | Amueblado 2 recamaras, Security 24/7",Cuauhtémoc,Entire home/apt,1768.0,2.0,47,4.81,19.4328484,-99.1661571,10,187
1146556261353327973,Aeropuerto T1 T2 Estadio GNP Palacio Autodrom TAPO,Venustiano Carranza,Private room,225.0,1.0,48,4.6,19.4284382,-99.1098974,147,26
1146668544224076123,Amazing Apartment on Reforma Av. 3 beds 4px,Cuauhtémoc,Entire home/apt,2176.95,2.0,63,4.87,19.4344442,-99.1536723,102,37
1146867383113798124,Depa Nuevo bonito céntrico cerca de Metro/Metrobús,Cuauhtémoc,Entire home/apt,1711.77,1.0,0,4.84,19.4484009,-99.1483051,173,1
1147110467495739171,Depto. cerca del centro de CDMX,Benito Juárez,Entire home/apt,1199.0,1.0,29,4.86,19.3809507,-99.1366219,115,1
1147148094331795426,Increíble contenedor Marítimo 46,Azcapotzalco,Entire home/apt,634.0,1.0,44,4.77,19.47958,-99.18827,349,67
1147150347987050744,"Departamento centrico, embajada USA, Zona Rosa",Cuauhtémoc,Entire home/apt,2390.0,1.0,96,4.95,19.4254472,-99.165746,306,10
1147182176029915034,Homey 2BR apartment in Condesa,Cuauhtémoc,Entire home/apt,4365.0,1.0,51,5.0,19.40846,-99.17352,238,2
1147252365409189190,Alojamiento económico en la cdmx,Gustavo A. Madero,Private room,462.5,2.0,51,4.73,19.5020293,-99.0940603,360,1
1147274944593912225,Beautiful apt in Roma Norte PB1,Cuauhtémoc,Entire home/apt,1660.0,1.0,44,4.82,19.42068,-99.17163,139,14
1147282004715286319,Beautiful apt in Roma Norte PB2,Cuauhtémoc,Entire home/apt,1410.0,1.0,52,4.73,19.4220892624604,-99.1704467258523,128,14
1137805355792645270,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,11,4.55,19.40735,-99.16782,10,187
1137805554915818271,Blueground | Roma Sur1 Bedroom & Rooftop,Cuauhtémoc,Entire home/apt,1369.0,2.0,27,4.41,19.4073527,-99.1678198,9,187
1137807588798793223,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,12,4.17,19.4073527,-99.1678198,6,187
1137808023782799003,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,43,4.47,19.4073527,-99.1678198,9,187
1137808222778197443,"Blueground | Roma Sur 1 recamara, AC & rooftop",Cuauhtémoc,Entire home/apt,1369.0,2.0,13,4.85,19.40735,-99.16782,10,187
